job_title,location,company,salary
newData Scientist - Insurance,London,MBN Recruitment Solutions,122789.80597086564
"Data Scientist, Risk Data Analytics Team (SRS) - 12 Month Ma...",London,Bank of England,71831.63742830402
Data Scientist,London•Remote,Eames Consulting,115967.5058196741
Data Scientist,London,Harnham US,64805.370899229645
Data Scientist - Banking - London,London,Morgan McKinley,78448.60687801483
Machine Learning Data Engineer (Atmospheric & Earth Observat...,London•Remote,Terrabotics,70262.66529074372
Lead Pricing Data Scientist,London,Cuvva,118355.0721159615
Data Scientist - R& Python,West London,Metrica Recruitment,51162.134920444456
newLead Data Scientist,London,Lorien,146664.78677194077
newData Scientist Python SQL AWS,London,Client Server,75037.79788331853
Lead Data Scientist,London,Consortia,95502.65185149632
Senior Data Engineer - Machine Learning Scale Up - £95k,London,Propel,105735.07883558521
Machine Learning Engineer,London,Robin AI,88681.03386210372
NLP Data Scientist,London,Harnham,95502.65185149632
newData Scientist (Product),London•Remote,Harnham,95502.65185149632
Fraud Data Scientist,London,Harnham,75037.79788331853
Financial Crime Data Scientist,London,Harnham,92091.84285680002
Quant Researcher/Data Scientist,London,Oho Group,153486.40476133337
newSenior Data Scientist,London,Lawrence Harvey,95502.65185149632
Data Engineer - Machine Learning - AI Scale Up,London•Remote,Propel,95502.65185149632
Machine Learning Engineer - VC Backed Realtime Analytics Sta...,London•Remote,Propel,88681.03386210372
Graduate Data Scientist - Machine Learning Engineer,London•Temporarily Remote,Kubrick Group,49115.64952362668
Data Scientist,London,Metrica Recruitment,102324.26984088891
Senior Data Scientist,London•Temporarily Remote,muzmatch,92091.84285680002
Research Fellow in Medical Statistics / Data Science,London,London School of Hygiene & Tropical Medicine,59163.89282200197
Application Support Specialist,London,Thomas Ren Associates,40929.70793635557
Data Scientist,London,H&R Talent,81859.41587271114
newLecturer/Senior Lecturer in Data Science,Hatfield,University of Hertfordshire,51319.71429599942
newData Scientist,London,Nigel Frank International Limited,71626.98888862225
NLP Engineer - Cyber Scale up - Full Remote,London•Remote,Propel,119378.3148143704
Product Data Scientist,London•Remote,Harnham,88681.03386210372
newPrincipal Data Scientist,London,MBN Recruitment Solutions,163718.83174542227
Lead Data Scientist,London,Harnham US,92091.84285680002
Senior Data Scientist,London,Consortia,115967.5058196741
Product Data Scientist,London,SoCode,136432.3597878519
Data Scientist - Fraud,London,Harnham,82541.57767165039
Data Scientist (NLP),London,Harnham,102324.26984088891
Data Scientist (SEO),London SE1,UK Health Security Agency,56160.33442127241
Principal Data Scientist,London,Harnham,150075.59576663707
newData Science Analyst,London,kdr Recruitment,75037.79788331853
Senior Data Scientist (Space and Range),London•Remote,Holland & Barrett,109145.88783028151
newHead of Customer Data Science,London•Remote,Harnham,143253.9777772445
Product Data Scientist - All levels,London,Harnham,82541.57767165039
Research Data Scientist,London,Metrica Recruitment,71626.98888862225
Senior Data Scientist,London,Harnham,98913.46084619261
Data Science Lecturer,London,Harnham,105735.07883558521
Senior Data Scientist,London,MBN Recruitment Solutions,122789.80597086564
Data Scientist (HEO),London SE1,UK Health Security Agency,43794.78749190045
Senior Data Scientist,London,Nicholson Glover Consulting,115967.5058196741
Data Scientist,London,MBN Recruitment Solutions,40929.70793635557
Senior Data Scientist,London•Remote,La Fosse Associates,109145.88783028151
Principal Data Science Software Engineer,Surrey,Datasource,95502.65185149632
Senior Data Scientist,London,Harnham US,88681.03386210372
Head of Data Science,London,Consortia,139843.1687825482
newPostdoctoral Training Fellow in Data Science (ID:53),Sutton SM2 5NG,The Institute of Cancer Research,53194.29491948451
Lead Pricing Data Scientist,London,Harnham,105735.07883558521
Environmental Data Scientist – Net Zero Building Design,London,University of Exeter,40472.65953106626
Director Of Analytics,London,Harnham,112556.6968249778
Data Scientist - Machine Learning (Python/SQL),London,Linux Recruit,115967.5058196741
Lead Data Scientist – Retailer,Greater London,Salt Recruitment,119378.3148143704
Principal Data Scientist,London,Nicholson Glover Consulting,163718.83174542227
Lead Data Scientist - Personalisation,London,Harnham,119378.3148143704
Risk Data Scientist,London,Harnham,61394.56190453335
Data Science Consultant - Hiring across all levels!,London,Harnham,102324.26984088891
Lead Data Scientist,London EC4R,Computappoint Ltd.,150075.59576663707
"newData Engineer - Python, Big Data -Front Office",London,Vertus Partners,109145.88783028151
Quant Developer | C# | .netcore | Sports Analytics | 80K+,London,Michael Page UK,109145.88783028151
"Machine Learning Engineer - graduate opportunity, paid to tr...",London•Temporarily Remote,Kubrick Group,49115.64952362668
Principle Marketing Data Scientist,London,Harnham,105735.07883558521
newMachine Learning Engineer,London•Remote,Senitor Recruitment,95502.65185149632
Senior Data Scientist – Retailer,Greater London,Salt Recruitment,105735.07883558521
Data Scientist - Consultancy,London,Metrica Recruitment,61394.56190453335
French Speaking Data Scientist - London - £110k + Benefits!,London,Lawrence Harvey,143253.9777772445
Data Science Manager / Senior Data Scientist,London,Harnham,143253.9777772445
newAnalytics Manager,London,kdr Recruitment,85270.22486740744
Lead Data Scientist - Credit Risk,London,Harnham,126199.93280376299
Data Scientist,London,McGregor Boyall,105735.07883558521
Marketing Data Scientist,London,Harnham,61394.56190453335
Machine Learning Engineer,London,Richard Wheeler Associates,136432.3597878519
Head of Theme for Data Science,London,Medical Research Council (MRC),83533.44092730808
Senior Front End Developer - Data Science Software - Fully R...,London•Remote,Propel,122789.1238090667
Econometrician (All levels),London,Harnham,88681.03386210372
Visual Analytics Consultant,London,Metrica Recruitment,68216.17989392595
Machine Learning Lead,London,Consortia,119378.3148143704
Data scientist - AVP,London,McGregor Boyall,110510.21142816002
Senior Data Scientist,London+1 location,Metrica Recruitment,88681.03386210372
Head of Data Science,London,Harnham,150075.59576663707
newData Scientist - NLP,London,Lorien,71626.98888862225
Head of Machine Learning,London•Remote,Darwin Recruitment,143253.9777772445
Credit Risk Data Scientist,London,Harnham,85270.22486740744
Head of Marketing Data Science,London,Harnham,150075.59576663707
newDirector Data Science,London•Remote,MBN Recruitment Solutions,204648.53968177782
Senior Credit Risk Data Scientist,London,Harnham,85270.22486740744
Head of Data Science - Advisory - London,London,Morgan McKinley,173951.25872951114
Marketing Data Analyst – Global Research Agency,London,Hasson Associates,85270.22486740744
Senior Data Scientist,London•Remote,Eames Consulting,136432.3597878519
"Data Science Apprenticeship, Ware, 2022",Ware SG12 0DJ,GSK,23875.66296287408
Lead Data Scientist,London,Metrica Recruitment,109145.88783028151
Python Data Analytics Lead - Front Office,London,Vertus Partners,136432.3597878519
newArtificial Intelligence and Machine Learning Engineer,Hertfordshire,Vector Recruitment Limited,88681.03386210372
Head of Machine Learning,London,Harnham,150075.59576663707
Forensic Data Analytics Manager,London,Harnham,81859.41587271114
Analytics Engineer,London,Harnham,92091.84285680002
Head of Theme for Data Science,London,Medical Research Council,83533.44092730808
Decision Scientist,London,Harnham,82541.57767165039
Data Science Engineer - DV Cleared,London,Searchability,75037.79788331853
Graduate Machine Learning Engineer,London•Temporarily Remote,Kubrick Group,49115.64952362668
newData Scientist - London - GBP55K - Azure - Predictive Modell...,London,Nigel Frank International Limited,68216.17989392595
Data Science Manager,London•Remote,Harnham,112556.6968249778
Data Science Engineer,London•Remote,Harnham,98913.46084619261
Principal Data Scientist,London,Red10,187594.49470829635
Marketing Analyst / Data Scientist,London•Remote,The Focusrite Group,46387.00232786964
Principal Machine Learning Engineer,London•Remote,Harnham,163718.83174542227
Lead NLP Scientist - Cyber Security Scale Up,London•Remote,Propel,115967.5058196741
FinTech Lead Data Scientist,London,Metrica Recruitment,95502.65185149632
Data Science Manager - Financial Services - London,London,Morgan McKinley,133021.5507931556
Senior Data Scientist / AI Engineer,London,Deerfoot,136432.3597878519
Customer Data Scientist,West London,Metrica Recruitment,64805.370899229645
Senior Supply Chain Analytics Consultant,London,Metrica Recruitment,75037.79788331853
AI/Machine Learning Specialist,London,Harnham,75037.79788331853
Senior Machine Learning Engineer,London,Harnham,115967.5058196741
Senior Machine Learning Engineer,London,Client Server,146664.78677194077
Machine Learning Engineer,London•Remote,Harnham,98913.46084619261
Data Science Consultant - R& Python,London,Metrica Recruitment,71626.98888862225
Data Science Manager - Pricing,London,DVF Recruitment,81859.41587271114
Senior Data Scientist - Marketing,London•Remote,Harnham,75037.79788331853
Data Analytics- Senior Manager/Director,London,MBN Recruitment Solutions,102324.95200268786
Machine Learning Operations Engineer,London,Harnham,68216.17989392595
Senior/Lead Data Scientist - Customer,London,Harnham,88681.03386210372
"newData Science Analyst - Hybrid Working, Dartford",Dartford,Nigel Frank International Limited,68216.17989392595
VP Analytics & Data Science (Senior Manager),Greater London,Salt Recruitment,122789.1238090667
Python Engineer - Big Data,London,Cortex IT Recruitment,102324.26984088891
Senior/Lead Data Scientist,London,Harnham,88681.03386210372
Senior DS Manager - Recommendation & Personalisation,London,Harnham,133021.5507931556
newFinance Analytics Lead,London,Stanton House,102324.26984088891
Statistician (SD21/238),New Haw•Temporarily Remote,Animal and Plant Health Agency,46690.56432839761
Data Science Manager - London - GBP90K - Azure - PySpark,London,Nigel Frank International Limited,115967.5058196741
Deep Learning Engineer,London,IC Resources,98913.46084619261
Senior ML Engineer,London,Harnham,98913.46084619261
Senior Machine Learning Engineer Python,London,Client Server,146664.78677194077
Graduate Machine Learning Engineering Consultant,London•Temporarily Remote,Kubrick Group,49115.64952362668
Senior Machine Learning Software Engineer,London•Remote,Oho Group,95502.65185149632
Data Science Manager,London•Remote,ADLIB,119378.3148143704
Data Science Manager,London,Metrica Recruitment,133021.5507931556
Data Science Consultant,London,Metrica Recruitment,68216.17989392595
Machine Learning Engineer,London,Metrica Recruitment,75037.79788331853
Senior Analytics Engineer,London,Harnham,95502.65185149632
Digital Product Analytics Lead,Greater London•Remote,Salt Recruitment,109145.88783028151
Graph NLP Engineer,London,MBN Recruitment Solutions,88681.71602390267
Head of Machine Learning and Platforms,London,Harnham,143253.9777772445
Senior Machine Learning Engineer,London,MBN Recruitment Solutions,122789.80597086564
Senior Machine Learning Engineer - Python SQL,London•Remote,Client Server,126199.93280376299
Big Data Engineering Lead,London,Touchpoint Resource Ltd,136432.3597878519
Teaching Fellow in Applied Machine Learning,South Kensington,Imperial College London,67377.12088123066
Transaction Monitoring Modelling & Analytics,London,Harnham,88681.03386210372
SVP Analytics & Data Science (Director),Greater London,Salt Recruitment,170540.44973481487
"Head of Engineering (DevOps, Cloud, Data Analytics, Machine...",London,Linux Recruit,150075.59576663707
Senior Digital Marketing Analytics Consultant,London,Metrica Recruitment,71626.98888862225
NLP Engineer,London,MBN Recruitment Solutions,88681.71602390267
Senior Data Engineer (Machine Learning & AI use cases),Chertsey,Nuvola Resourcing,88681.03386210372
Head of Data Science - London - (Cutting Edge NLP!!),London,Lawrence Harvey,170540.44973481487
"Software Engineer (Python), AI/Machine Learning - London",London,Linux Recruit,109145.88783028151
"newData Manager – Data Management, Data Analytics, Energy Marke...",London,Cornwaliis Elt,109145.88783028151
Lead Machine Learning Engineer,Welwyn Garden City,MBN Recruitment Solutions,122789.80597086564
Senior Manager – Digital Audit – Data Analytics,London,ADLIB,153486.40476133337
Data Science Engineer,London,Searchability,61394.56190453335
Python Software Engineer NLP ML,London,Cortex IT Recruitment,102324.26984088891
Quantitative Analyst - Fixed Income,London,Cornwaliis Elt,129610.74179845929
"C++ Developer - Risk, Machine Learning - London",London,Linux Recruit,122789.1238090667
Senior Linux/DevOps Engineer with focus on Big Data,London,Linux Recruit,98913.46084619261
Senior Business Intelligence Consultant – CRM Analytics,London,Centre People Appointments Ltd.,57983.75290983705
Head of NLP,London•Remote,MBN Recruitment Solutions,204648.53968177782
Lead Engineer - Python - Machine Learning,London,Linux Recruit,115967.5058196741
Machine Learning and AI Engineer,London,Nigel Frank International Limited,71626.98888862225
"Senior Software Engineer (Python), AI/Machine Learning - Lon...",London,Linux Recruit,109145.88783028151
Big Data Lead,London,Linux Recruit,119378.3148143704
Lecturer in Computer Science (NLP/ML),Egham,Royal Holloway University of London,65973.9140608126
Analytics Manager - Market Research,Surrey,Metrica Recruitment,54572.94391514076
newData Scientist,London SE1 0AT,Fable Data,75037.79788331853
newData Scientist/ Analyst,London W1T 3LP•Temporarily Remote,Tortoise Media,61394.56190453335
newData Scientist,London SW1W•Temporarily Remote,z1nc,54572.94391514076
Data Scientist - suit recent PhD (London based with remote w...,London•Remote,Talenting,71626.98888862225
newProduct Analyst - Data Scientist,London SW1P,XLN Telecom,54572.94391514076
newData Scientist,London W10 5AD,Inclusive Finance,75037.79788331853
Data Scientist,London,Cleo,84588.06306846817
Data Scientist,London WC2H•Remote,Save the Children International,59006.99560824594
Graduate Data Scientist,London,SME Graduate Employment,44340.51693105186
Data Scientist,London•Remote,Health Navigator,71626.98888862225
Senior Data Scientist | London,London,Reqiva Ltd,95502.65185149632
Data Scientist,London SE1 2BA,Fintern Ltd,76588.35165230748
Senior Data Scientist (London based with hybrid/remote worki...,London•Temporarily Remote,Talenting,102324.26984088891
newSenior Data Scientist,London W1T 3LP•Temporarily Remote,Tortoise Media,75037.79788331853
Lead Data Scientist,London W1K,Ellevate Football,81859.41587271114
Senior Data Scientist (NLP),London W1W•Remote,Deeper Insights,87768.301375123
Junior Data Scientist,London,Elements Talent Consultancy,71626.98888862225
AI/ML engineer,London EC1R 0NE•Remote,Cambrian Robotics Limited,78448.60687801483
Machine Learning Engineer (London/remote),London•Remote,Talenting,85270.22486740744
Senior Data Scientist,London,Hurren and Hope,109145.88783028151
newData Scientist,London W6 8JF,Karakuri Ltd,57983.75290983705
Head of Data Science,London,Talenting,156897.21375602967
Data Scientist/ Machine Learning,London,re&m,48433.48772468742
Data Scientist,Enfield,Forsyth Barnes,95502.65185149632
newInformation & Data Analyst,London SE1 6LH,Arden and GEM Commissioning Support Unit,58594.96988168663
"Business Transformation Analyst, Consulting, Full-Time Gradu...",London,Deloitte,68361.48035710001
newData Protection Analyst,London,Dogs Trust,54572.94391514076
newMarketing Data Analyst,London,Department for Work and Pensions,54796.69298519283
Data Analyst,London,London Borough of Camden,46432.02500659963
newData Quality Analyst,London HA1 3UJ,London North West University Healthcare NHS Trust,44898.525282584174
Data Management Analyst (Entry-Level Role),London,Incubeta,30015.119153327414
Research Data Analyst,London,St. George's University of London,48219.288919820494
Business Analyst Degree Apprentice Scheme - Level 6,London,BBC,20565.813914420793
Analyst,London•Remote,Nesta,49797.81132256594
Data Analyst,London,Boston Hale,44340.51693105186
Data Analyst,Croydon CR9,John Whitgift Foundation,36154.57534378075
Research Associate in Data Analytics,London,King's College London,56642.62281312247
newResearch Analyst - UK Social and Economic Policy,London EC3R 8AD,Ecorys,30356.200052797045
Analyst - Data Insights,London,Legal & General Group Plc.,54572.94391514076
newIT Service Desk Analyst,Elephant & Castle,University of the Arts London,45178.211620149275
2022 UK L6 Data Analyst Degree Apprenticeship - London Paddi...,London,Vodafone,29332.957354388156
Risk Analyst,London,Bupa,61394.56190453335
newData Quality Analyst,London,Age Cymru West Glamorgan,49115.64952362668
newESG Data Analyst,London W1W 5QZ,MAPP,47751.32592574816
Intelligence Analyst,London•Remote,Deltabase,40247.546137416306
newAssistant Research & Strategy Analyst,West Ham•Temporarily Remote,L&Q,40247.546137416306
Business Data Analyst,Uxbridge,Canon,62724.77741246491
newData Analyst,Hertford,Blue Square Marketing,40247.546137416306
newData Analyst,London,Talent International,44340.51693105186
newData Quality Analyst,London,Age UK,49115.64952362668
Analyst,London,London Borough of Camden,46432.02500659963
Higher Operational Research Analyst,London•Remote,Home Office,47345.4396553793
newSenior Data Analyst,London,Boston Hale,57983.75290983705
newREAP BI Analyst,Hammersmith,Hammersmith & Fulham Council,56081.885814394394
newSenior Insight Analyst,London SW1E 5NN•Remote,Head Office,70740.1785500012
Data Governance Analyst,London,Intuita,78448.60687801483
newFantastic Research Analyst Opportunity!,London,Angela Mortimer plc,35472.41354484149
"Senior Insight Analyst, Product",London SW1E 5NN•Remote,Head Office,70740.1785500012
Research Analyst,London,Cision,30833.713312054526
PRA Diversity and Inclusion - Data and Implementation Analys...,London,Bank of England,49115.64952362668
Data Design Analyst,London,L&Q,69580.50349180447
Senior Data Analyst,Westminster,Parliamentary Digital Service (PDS),55167.10684201685
newRegister Business Analyst,London,Financial Conduct Authority,72309.1506875615
Principle Information Analyst,London SW17 7DJ,South West London and St George's Mental Health...,78134.13028870383
Business Analyst,Westminster,Parliamentary Digital Service,51175.77815642324
newData Protection Analyst (12 Month FTC),London,Lawrence Harvey,51162.134920444456
newData Analyst x 3,London,Harnham,57983.75290983705
newData & Reports Analyst,Kingston upon Thames+1 location,Perfect Placement UK Ltd,51093.91874055053
newData Selections Analyst,London•Remote,Understanding Recruitment,42294.031534234084
newData Analyst,London,Cherry Professional,54572.94391514076
Chief Analyst,London SE1 6LH,NHS Midlands and Lancashire Commissioning Support...,114998.15390338142
Actuary Data Analyst,Staines-upon-Thames,Bupa,61394.56190453335
Data Analytics Postgraduate Apprentice - L7,London,BBC,30618.15018358972
Financial Modelling and Reporting Analyst,London•Remote,WaterAid,72991.31248650076
newBI Analytics Developer,London,The London Clinic,68216.17989392595
newPricing Analyst,London,The AA,47751.32592574816
Betting Data Analyst Graduate / Junior,London,Client Server,47751.32592574816
Data Analyst Apprentice,London EC3V 9DU,QA Apprenticeships,30697.280952266676
newSenior Data Analyst,London,Data Idols,81859.41587271114
Data Analyst - Psychometrician/Statistician,Slough,The National Foundation for Educational Research,47751.32592574816
Emissions Inventories Data System Analyst Consultant,London W2 6LA,Ricardo Energy & Environment,33289.49578823586
newBusiness Improvement Analyst,London,One Housing Group,64805.370899229645
Senior Data Analyst,Westminster,Parliamentary Digital Service,55167.10684201685
newData & Research Analyst - Financial Services - London,London,Morgan McKinley,64805.370899229645
DECA - Diversity Media Data Analyst,London,Brand Advance,35472.41354484149
newSenior Information Analyst,London E2 9NJ,East London NHS Foundation Trust,57910.07943555161
Data Analyst - Psychometrician/Statistician,Slough,NFER,47751.32592574816
Customer Service Analyst,Hounslow,DHL Supply Chain,32743.766349084453
Senior Technical Pricing Analyst,London EC3V•Remote,Axa,64805.370899229645
"Planning, MI data and Insights Analyst",Staines-upon-Thames,Bupa,45022.67872999112
Senior Research Analyst - Open to UK remote workers -,London•Remote,Cision,37109.60186229571
Business Analyst,London,Cabinet Office,58188.40144951883
newBusiness Intelligence Champion,Hemel Hempstead HP1 1DN,NHS Herts Valleys Clinical Commissioning Group,68451.52571455999
newBI Developer,London,Data Idols,92091.84285680002
Business Analyst,Colindale,London Borough of Barnet,57749.77141280089
newPRODUCT ANALYST,London,Harnham,68216.17989392595
newR&D Pricing Analyst,London,The AA,75037.79788331853
newSenior Insights Analyst,London,Harnham,75037.79788331853
newStrategic Pricing Analyst,London•Remote,Harnham,129610.74179845929
newData Analyst,London,Understanding Recruitment,56619.429311958535
newAnalyst – Grocery Retailer,Greater London,Salt Recruitment,54572.94391514076
Business Intelligence Analyst,London,Boston Hale,57983.75290983705
Data Integration Support Analyst,London,Legal & General Group Plc.,81859.41587271114
newData Analyst SQL ETL,London•Remote,Client Server,81859.41587271114
Product Analyst - International Tech Reward and Loyalty Scal...,London,Propel,81859.41587271114
newBusiness Intelligence Manager,London E1,Barts Health NHS Trust,90604.73013511243
Principal Business Analyst,London,Intuita,109145.88783028151
newTest Pricing Analyst,London,The AA,47751.32592574816
Business Intelligence Engineer,London,Karshare,61394.56190453335
"newAnalyst - Market and Liquidity Risk Team, Markets",London,Bank of England,52662.890878110826
Data Analyst,London,Sanderson Recruitment Plc,61394.56190453335
Data Analyst (Graduate),London•Remote,Utility People,30697.280952266676
Data Analyst,London,Datasource,71626.98888862225
Data Analyst SQL Python R Matlab,London•Remote,Client Server,68216.17989392595
Business Analyst,Hounslow,Ceva Logistics,53699.7768124985
newConstruction Data / Insights Analyst,London,Capstone Recruitment,98913.46084619261
Customer Data Analyst,London,Harnham,51162.134920444456
newResearch Analyst,London,Love Success Plc,39565.384338477044
newProcurement Analyst,London,Michael Page UK,39565.384338477044
BI Analyst,London,Lawrence Harvey,64805.370899229645
Business Intelligence VBA developer,London SW19 4JS,Lidl,49115.64952362668
FinTech Data Analyst,London,Metrica Recruitment,75037.79788331853
Business Analyst,Epping,Marston Holding Limited,57983.75290983705
newGraduate Community Research Analyst,London W8 5SA,Media Contacts,35472.41354484149
Data Analyst,London+1 location,Metrica Recruitment,75037.79788331853
Graduate Analyst,London,Page Personnel - UK,36154.57534378075
IT Support Analyst,North London,Carlton Recruitment,45022.67872999112
Data/Customer Analyst,London,Linux Recruit,51162.134920444456
Information Security Controls & Reporting Analyst,London EC3V,Axa,54572.94391514076
GRADUATE DATA ANALYST,London,3Search,34108.08994696297
Graduate Business and Data Analyst,London•Temporarily Remote,Kubrick Group,49115.64952362668
Experienced Intelligence Analysts,London,Metropolitan Police,42871.140416136695
"Analyst, Model Risk and Validation",London,Lloyds Banking Group,39660.886990328545
newCRM Analyst,London,Harnham,68216.17989392595
newInsurance and Risk Analyst,London,Euro London Appointments,36154.57534378075
newFiscal Analyst,London SW1H,Office for Budget Responsibility,54334.18728551202
newData Analyst SQL CRM,London,Client Server,88681.03386210372
"Junior Data Analyst – Fintech. To £36,000",London,Taylor James Resourcing,43658.35513211261
Data Analyst,London,Digital Experts Personnel,42976.193333173345
Senior Business Analyst - Payments,London•Temporarily Remote,Moneycorp US,115967.5058196741
newActuarial Pricing Analyst,Staines-upon-Thames,Bupa,47751.32592574816
Senior BI Applications Analyst,London,Marie Stopes International,58802.347068564166
newData Analyst,London•Remote,Morgan Law,64805.370899229645
Statistical Healthcare Analyst,London,Metrica Recruitment,44340.51693105186
Financial Reporting Analyst - Grade 9 £33,Croydon,Croydon Council,46444.986080779476
newData Analyst,London,Cornwaliis Elt,68216.17989392595
newData Governance Analyst (12M),London,Lawrence Harvey,64805.370899229645
Business Analyst (Data Product),London•Temporarily Remote,Kubrick Group,49115.64952362668
newBusiness Intelligence Developer,London•Remote,The London Clinic,68216.17989392595
Supply Chain Analyst,London+3 locations•Remote,Ocado Engineering,52630.14711176174
Principal Data Analyst,London,Intuita,109145.88783028151
Senior Instrument Data Analyst,London,Legal & General Group Plc.,85270.22486740744
newGraduate Business Analyst,London,Pareto Law,36836.73714272001
Statistical Data Analyst,London,Metrica Recruitment,44340.51693105186
newResearch Analyst,London,Pareto Law,47751.32592574816
"Motor Credit Risk Analyst, Retail Credit, CCO",London,Lloyds Banking Group,42965.960906189255
Insight Analyst - SQL,North London,Metrica Recruitment,47751.32592574816
Data Assurance Analyst,London,kdr Recruitment,57983.75290983705
Media Data Analyst - Entry Level,London,Searchability,32743.766349084453
Graduate Business Analyst (Data Product),London•Temporarily Remote,Kubrick Group,49115.64952362668
newLead Business Analyst - Reporting and Analytic,London,Michael Page UK,76402.12148119706
BUSINESS ANALYST,London•Remote,Intec Select,71626.98888862225
Business Analyst - Sitecore,London,British Heart Foundation,57301.59111089779
Senior Business Analyst,Farringdon,Thames Valley Housing,71831.63742830402
Senior Business Analyst,Farringdon,Metropolitan Thames Valley,71831.63742830402
Data Insight Analyst,London,Nicholson Glover Consulting,50479.9731215052
Investment Data Analyst / Business Analyst,Croydon,Pension Protection Fund (PPF),83905.90126952891
Business Intelligence Developer,London•Remote,Healios Ltd,57983.75290983705
Data Analyst- Google Analytics,London•Remote,Nigel Frank International Limited,54572.94391514076
Senior Data Analyst,London,Harnham,75037.79788331853
Business Data Analyst,London,Metrica Recruitment,50479.9731215052
Business Intelligence Analyst,London,Datasource,81859.41587271114
PAGE Reporting & Insight Analyst,London WC2A,LSE Jobs,55936.58535122033
Business Analyst,London•Temporarily Remote,The Nursing and Midwifery Council,70349.98200100794
Technical Oversight & Reporting Analyst,London,Axa,68216.17989392595
Data Analyst. Education/School Trust. London,London,Michael Page UK,40929.70793635557
Business Analyst,Gravesend,PLA,62483.292135640404
Research Assistant or Research Fellow (Statistical Analyst),London,London School of Hygiene & Tropical Medicine,55593.45796635389
Data Analyst,London,Eden Brown,61394.56190453335
Actuarial Analyst,Bromley BR2 9BF,Foresters Financial,51162.134920444456
Data Analyst,Richmond,Executive Recruitment Services,75037.79788331853
"Senior Analyst, Risk MI & Data",London,TSB Banking,54572.261753341816
newData Insight Analyst,London•Remote,Understanding Recruitment,49115.64952362668
newPricing Analyst,London,First Choice Staff,38883.22253953779
newData Analyst - Financial Services,London,Adecco,54572.94391514076
Data Analyst,Middlesex•Remote,Concept Personnel,61394.56190453335
Marketing Analyst,London,Give A Grad A Go,32061.60455014519
newBusiness Analyst,London,Hunter Selection,95502.65185149632
Data Analyst - Retail,London,Blu Digital,54572.94391514076
newSenior Performance Analyst,Colindale,London Borough of Barnet,57749.77141280089
Business Analyst Data SQL BI - PropTech,London•Remote,Client Server,88681.03386210372
Operations Insight Analyst,London,Metrica Recruitment,71626.98888862225
Marketing Data Analyst,London,Harnham,78448.60687801483
newBusiness Data Analyst,Dartford,Office Angels,40929.70793635557
Lead Scala Engineer - Early Stage Startup - Analytics,London,Linux Recruit,102324.26984088891
newAnalytics Engineer,London,Harnham,97549.1372483141
newBI Reporting Engineer,London,Eames Consulting,109145.88783028151
newBusiness Intelligence Engineer,London,Nigel Frank International Limited,51162.134920444456
newBI Visualisation Lead Engineer,Slough,Harnham,88681.03386210372
SQL Server DBA/Engineer,London,Vertus Partners,129610.74179845929
Senior BI Analyst/ Analytics Engineer,London,Harnham,78448.60687801483
newSenior BI Engineer,London,Understanding Recruitment,92091.84285680002
Analytics Engineer,London,Xiatech,85270.22486740744
Head of AI and Data Science,Wilmslow,Information Commissioner's Office,96517.70860831795
newLead Data Scientist,Manchester,Harnham,98913.46084619261
Data Scientist,Manchester•Remote,ISR Recruitment,75037.79788331853
Lecturer/Senior Lecturer (Computer Game AI),Manchester,Manchester Metropolitan University,53570.84823249898
Head of Data Science – Manchester - £70-120K,Manchester,Consult RPM,136432.3597878519
Senior Deep Learning / AI Engineer,Manchester•Remote,Warman O'Brien,136432.3597878519
Business Analyst (Ref: PR2052),Manchester•Remote,Projentum,68216.17989392595
Merchandising / Data Analyst Apprentice,Bury BL9 8RR,APPRENTIFY,24557.82476181334
newBusiness Analyst,Oldham,The Guinness Partnership,65935.03083827306
Reporting Analyst,Manchester M1•Remote,McCurrach,31379.442751205934
newSpecialist Information Analyst,St Helens WA10 3TP,St Helens and Knowsley Teaching Hospitals NHS...,58594.96988168663
MI Analyst,Manchester•Remote,GXO Logistics,55937.26751301927
Data Analyst Apprentice,Salford M50 1RD,QA Apprenticeships,25285.00923948259
Network Data Analysis and Intelligence Team Manager,Manchester,Highways England,58607.930955866475
newSystems Analyst,Salford M50 2GT•Remote,Marlowe Fire & Security,40929.70793635557
Systems Change Analyst,Manchester,Urbanbubble,38201.06074059853
Senior Data Analyst,Manchester M60,N Brown,61394.56190453335
Data Analyst,Manchester,Michael Page UK,40929.70793635557
Lead Financial Insights Analyst,Manchester M60 0AG,Coop,52526.45851832298
Data Quality Analyst / Lead,Rochdale,Rochdale Boroughwide Housing,44044.458710312225
newHR Technical Analyst,Bolton BL5 1EE•Remote,Aldi,64259.64146007824
newSupply Chain & Forecasting Analyst,Tameside+1 location,NJR Recruitment,54572.94391514076
Junior Data Analyst,Winsford,Searchability,32743.766349084453
newBI Engineer,Stockport,Burns Sheehan,88681.03386210372
Senior Risk Analyst,Manchester,Harnham,47751.32592574816
Technical Data Analyst - Home - based - GBP40 - 45k,Manchester•Remote,Nigel Frank International Limited,57983.75290983705
BI Analyst X 3,Manchester•Temporarily Remote,Adria Solutions,68216.17989392595
Web Analyst,Manchester•Remote,The Orchard Agency,61394.56190453335
Data and IT Analyst,Altrincham,Searchability,30015.119153327414
"Data Analyst - Excel, Power BI/Business Objects - Stockport",Stockport,Michael Page UK,34790.251745902235
Business Analyst,Manchester,Applause IT Ltd,64805.370899229645
